imagefile,labelfile,target,train_id
SMG_50.jpeg,SMG_50.txt,6,1
SMG_51.jpeg,SMG_51.txt,6,1
SMG_52.png,SMG_52.txt,6,1
SMG_53.jpeg,SMG_53.txt,6,0
SMG_54.jpeg,SMG_54.txt,6,1
SMG_55.jpeg,SMG_55.txt,6,0
SMG_56.png,SMG_56.txt,6,0
SMG_57.jpeg,SMG_57.txt,6,1
SMG_58.png,SMG_58.txt,6,1
SMG_59.jpeg,SMG_59.txt,6,1
SMG_6.jpeg,SMG_6.txt,6,1
SMG_60.jpeg,SMG_60.txt,6,1
SMG_64.jpeg,SMG_64.txt,6,1
SMG_65.jpeg,SMG_65.txt,6,1
SMG_66.jpeg,SMG_66.txt,6,1
SMG_67.png,SMG_67.txt,6,1
SMG_68.jpeg,SMG_68.txt,6,1
SMG_7.jpeg,SMG_7.txt,6,1
SMG_70.jpeg,SMG_70.txt,6,1
SMG_73.jpeg,SMG_73.txt,6,1
SMG_75.jpeg,SMG_75.txt,6,1
SMG_76.jpeg,SMG_76.txt,6,1
SMG_77.jpeg,SMG_77.txt,6,1
SMG_78.jpeg,SMG_78.txt,6,1
SMG_79.jpeg,SMG_79.txt,6,1
SMG_8.jpeg,SMG_8.txt,6,1
SMG_80.jpeg,SMG_80.txt,6,0
SMG_81.jpeg,SMG_81.txt,6,0
SMG_82.jpeg,SMG_82.txt,6,1
SMG_83.jpeg,SMG_83.txt,6,0
SMG_84.jpeg,SMG_84.txt,6,1
SMG_86.jpeg,SMG_86.txt,6,0
SMG_87.jpeg,SMG_87.txt,6,1
SMG_88.jpeg,SMG_88.txt,6,1
SMG_89.jpeg,SMG_89.txt,6,1
SMG_9.jpeg,SMG_9.txt,6,0
SMG_90.png,SMG_90.txt,6,0
SMG_91.jpeg,SMG_91.txt,6,1
SMG_92.jpeg,SMG_92.txt,6,1
SMG_93.jpeg,SMG_93.txt,6,1
SMG_94.png,SMG_94.txt,6,1
SMG_95.jpeg,SMG_95.txt,6,0
SMG_96.jpeg,SMG_96.txt,6,1
SMG_97.jpeg,SMG_97.txt,6,1
SMG_99.jpeg,SMG_99.txt,6,1
Sniper_10.jpeg,Sniper_10.txt,7,1
Sniper_100.jpeg,Sniper_100.txt,7,1
Sniper_11.jpeg,Sniper_11.txt,7,0
Sniper_12.jpeg,Sniper_12.txt,7,0
Sniper_13.jpeg,Sniper_13.txt,7,0
Sniper_14.jpeg,Sniper_14.txt,7,0
Sniper_15.jpeg,Sniper_15.txt,7,0
Sniper_16.jpeg,Sniper_16.txt,7,1
Sniper_17.jpeg,Sniper_17.txt,7,1
Sniper_18.jpeg,Sniper_18.txt,7,0
Sniper_19.jpeg,Sniper_19.txt,7,1
Sniper_20.jpeg,Sniper_20.txt,7,1
Sniper_21.jpeg,Sniper_21.txt,7,1
Sniper_22.jpeg,Sniper_22.txt,7,0
Sniper_23.jpeg,Sniper_23.txt,7,1
Sniper_24.jpeg,Sniper_24.txt,7,1
Sniper_25.jpeg,Sniper_25.txt,7,1
Sniper_26.jpeg,Sniper_26.txt,7,1
Sniper_27.jpeg,Sniper_27.txt,7,1
Sniper_28.jpeg,Sniper_28.txt,7,1
Sniper_29.jpeg,Sniper_29.txt,7,1
Sniper_3.jpeg,Sniper_3.txt,7,0
Sniper_30.jpeg,Sniper_30.txt,7,1
Sniper_31.jpeg,Sniper_31.txt,7,1
Sniper_32.jpeg,Sniper_32.txt,7,1
Sniper_33.jpeg,Sniper_33.txt,7,1
Sniper_35.jpeg,Sniper_35.txt,7,1
Sniper_36.jpeg,Sniper_36.txt,7,0
Sniper_37.jpeg,Sniper_37.txt,7,1
Sniper_38.jpeg,Sniper_38.txt,7,1
Sniper_39.jpeg,Sniper_39.txt,7,1
Sniper_4.jpeg,Sniper_4.txt,7,1
Sniper_40.jpeg,Sniper_40.txt,7,1
Sniper_42.jpeg,Sniper_42.txt,7,1
Sniper_44.jpeg,Sniper_44.txt,7,1
Sniper_45.jpeg,Sniper_45.txt,7,1
Sniper_46.jpeg,Sniper_46.txt,7,1
Sniper_47.png,Sniper_47.txt,7,1
Sniper_48.png,Sniper_48.txt,7,1
Sniper_49.jpeg,Sniper_49.txt,7,1
Sniper_5.jpeg,Sniper_5.txt,7,1
Sniper_50.jpeg,Sniper_50.txt,7,0
Sniper_52.jpeg,Sniper_52.txt,7,1
Sniper_53.jpeg,Sniper_53.txt,7,1
Sniper_54.jpeg,Sniper_54.txt,7,1
Sniper_55.jpeg,Sniper_55.txt,7,1
Sniper_59.jpeg,Sniper_59.txt,7,1
Sniper_6.jpeg,Sniper_6.txt,7,0
Sniper_60.jpeg,Sniper_60.txt,7,0
Sniper_61.jpeg,Sniper_61.txt,7,1
Sniper_62.jpeg,Sniper_62.txt,7,1
Sniper_63.jpeg,Sniper_63.txt,7,1
Sniper_64.jpeg,Sniper_64.txt,7,1
Sniper_65.jpeg,Sniper_65.txt,7,1
Sniper_66.jpeg,Sniper_66.txt,7,1
Sniper_67.jpeg,Sniper_67.txt,7,1
Sniper_68.jpeg,Sniper_68.txt,7,1
Sniper_69.jpeg,Sniper_69.txt,7,1
Sniper_7.jpeg,Sniper_7.txt,7,1
Sniper_70.jpeg,Sniper_70.txt,7,1
Sniper_72.jpeg,Sniper_72.txt,7,0
Sniper_73.jpeg,Sniper_73.txt,7,1
Sniper_74.jpeg,Sniper_74.txt,7,1
Sniper_75.jpeg,Sniper_75.txt,7,0
Sniper_76.jpeg,Sniper_76.txt,7,1
Sniper_77.jpeg,Sniper_77.txt,7,1
Sniper_78.jpeg,Sniper_78.txt,7,0
Sniper_79.jpeg,Sniper_79.txt,7,1
Sniper_8.jpeg,Sniper_8.txt,7,1
Sniper_80.jpeg,Sniper_80.txt,7,1
Sniper_81.jpeg,Sniper_81.txt,7,1
Sniper_82.jpeg,Sniper_82.txt,7,1
Sniper_83.jpeg,Sniper_83.txt,7,1
Sniper_84.jpeg,Sniper_84.txt,7,1
Sniper_85.jpeg,Sniper_85.txt,7,1
Sniper_86.jpeg,Sniper_86.txt,7,1
Sniper_87.jpeg,Sniper_87.txt,7,1
Sniper_88.png,Sniper_88.txt,7,1
Sniper_89.jpeg,Sniper_89.txt,7,0
Sniper_9.jpeg,Sniper_9.txt,7,1
Sniper_90.jpeg,Sniper_90.txt,7,1
Sniper_91.jpeg,Sniper_91.txt,7,1
Sniper_92.jpeg,Sniper_92.txt,7,1
Sniper_93.jpeg,Sniper_93.txt,7,1
Sniper_95.jpeg,Sniper_95.txt,7,0
Sniper_96.jpeg,Sniper_96.txt,7,1
Sniper_97.jpeg,Sniper_97.txt,7,1
Sniper_98.jpeg,Sniper_98.txt,7,0
Sniper_99.jpeg,Sniper_99.txt,7,1
Sword_10.jpeg,Sword_10.txt,8,1
Sword_100.jpeg,Sword_100.txt,8,1
Sword_11.jpeg,Sword_11.txt,8,1
Sword_12.jpeg,Sword_12.txt,8,0
Sword_13.jpeg,Sword_13.txt,8,1
Sword_14.jpeg,Sword_14.txt,8,1
Sword_15.jpeg,Sword_15.txt,8,1
Sword_16.jpeg,Sword_16.txt,8,0
Sword_17.jpeg,Sword_17.txt,8,1
Sword_18.jpeg,Sword_18.txt,8,1
Sword_19.jpeg,Sword_19.txt,8,1
Sword_20.jpeg,Sword_20.txt,8,1
Sword_21.png,Sword_21.txt,8,0
Sword_22.jpeg,Sword_22.txt,8,1
Sword_23.jpeg,Sword_23.txt,8,1
Sword_24.jpeg,Sword_24.txt,8,1
Sword_25.jpeg,Sword_25.txt,8,1
Sword_26.jpeg,Sword_26.txt,8,1
Sword_27.jpeg,Sword_27.txt,8,1
Sword_28.jpeg,Sword_28.txt,8,1
Sword_29.jpeg,Sword_29.txt,8,1
Sword_3.jpeg,Sword_3.txt,8,1
Sword_30.jpeg,Sword_30.txt,8,1
Sword_31.jpeg,Sword_31.txt,8,1
Sword_32.png,Sword_32.txt,8,1
Sword_33.jpeg,Sword_33.txt,8,1
Sword_34.jpeg,Sword_34.txt,8,0
Sword_35.png,Sword_35.txt,8,1
Sword_36.jpeg,Sword_36.txt,8,1
Sword_37.jpeg,Sword_37.txt,8,1
Sword_38.jpeg,Sword_38.txt,8,1
Sword_39.jpeg,Sword_39.txt,8,1
Sword_4.jpeg,Sword_4.txt,8,0
Sword_40.jpeg,Sword_40.txt,8,1
Sword_41.jpeg,Sword_41.txt,8,1
Sword_42.jpeg,Sword_42.txt,8,1
Sword_43.jpeg,Sword_43.txt,8,1
Sword_44.jpeg,Sword_44.txt,8,1
Sword_45.jpeg,Sword_45.txt,8,1
Sword_46.jpeg,Sword_46.txt,8,1
Sword_48.jpeg,Sword_48.txt,8,1
Sword_5.png,Sword_5.txt,8,1
Sword_50.jpeg,Sword_50.txt,8,0
Sword_51.jpeg,Sword_51.txt,8,1
Sword_53.jpeg,Sword_53.txt,8,1
Sword_54.jpeg,Sword_54.txt,8,1
Sword_55.jpeg,Sword_55.txt,8,1
Sword_56.jpeg,Sword_56.txt,8,1
Sword_58.jpeg,Sword_58.txt,8,1
Sword_59.png,Sword_59.txt,8,0
Sword_6.jpeg,Sword_6.txt,8,1
Sword_60.jpeg,Sword_60.txt,8,1
Sword_62.jpeg,Sword_62.txt,8,1
Sword_63.jpeg,Sword_63.txt,8,1
Sword_64.jpeg,Sword_64.txt,8,1
Sword_65.jpeg,Sword_65.txt,8,1
Sword_66.jpeg,Sword_66.txt,8,1
Sword_67.jpeg,Sword_67.txt,8,0
Sword_68.jpeg,Sword_68.txt,8,1
Sword_69.jpeg,Sword_69.txt,8,1
Sword_7.jpeg,Sword_7.txt,8,0
Sword_74.jpeg,Sword_74.txt,8,1
Sword_75.png,Sword_75.txt,8,1
Sword_76.jpeg,Sword_76.txt,8,1
Sword_77.jpeg,Sword_77.txt,8,0
Sword_78.jpeg,Sword_78.txt,8,1
Sword_79.jpeg,Sword_79.txt,8,1
Sword_8.jpeg,Sword_8.txt,8,1
Sword_80.jpeg,Sword_80.txt,8,1
Sword_81.jpeg,Sword_81.txt,8,0
Sword_82.jpeg,Sword_82.txt,8,1
Sword_83.jpeg,Sword_83.txt,8,0
Sword_84.jpeg,Sword_84.txt,8,0
Sword_85.jpeg,Sword_85.txt,8,1
Sword_86.jpeg,Sword_86.txt,8,0
Sword_87.jpeg,Sword_87.txt,8,1
Sword_88.jpeg,Sword_88.txt,8,1
Sword_89.jpeg,Sword_89.txt,8,0
Sword_9.jpeg,Sword_9.txt,8,0
Sword_90.jpeg,Sword_90.txt,8,1
Sword_91.png,Sword_91.txt,8,1
Sword_92.jpeg,Sword_92.txt,8,1
Sword_93.jpeg,Sword_93.txt,8,1
Sword_94.jpeg,Sword_94.txt,8,1
Sword_95.jpeg,Sword_95.txt,8,1
Sword_96.jpeg,Sword_96.txt,8,0
Sword_97.jpeg,Sword_97.txt,8,1
Sword_98.jpeg,Sword_98.txt,8,1
Sword_99.jpeg,Sword_99.txt,8,0
